,2018db_fs11,badge_gray,scoreDiv_fwb,formBox,fs11
86,KBL,핸디캡,"안양KGC
점수
85.5
H -9.5
:
점수
82 부산KT","승
1.71
-패
1.73","01.03 (수)
19:00"
87,KBL,언더오버,"안양KGC
U/O 164.5
사전조건 변경
총 점수
177 부산KT","U
1.76
-O
1.68","01.03 (수)
19:00"
88,WKBL,일반,"KB스타즈
점수
74 :
점수
81 삼성생명","승
1.14
-패
3.50","01.03 (수)
19:00"
89,WKBL,핸디캡,"KB스타즈
점수
65.5
H -8.5
:
점수
81 삼성생명","승
1.75
-패
1.69","01.03 (수)
19:00"
90,WKBL,언더오버,"KB스타즈
U/O 139.5
총 점수
155 삼성생명","U
1.75
-O
1.69","01.03 (수)
19:00"
91,KOVO남,일반,"KB손보
점수
2 :
점수
3 대한항공","승
2.05
-패
1.48","01.03 (수)
19:00"
92,KOVO남,핸디캡,"KB손보
점수
3.5
H +1.5
:
점수
3 대한항공","승
1.49
-패
2.03","01.03 (수)
19:00"
93,KOVO남,언더오버,"KB손보
U/O 185.5
사전조건 변경
총 점수
219 대한항공","U
1.72
-O
1.72","01.03 (수)
19:00"
94,EPL,일반,"아스널
점수
2 :
점수
2 첼시","승
2.45배당률 상승
무
3.05배당률 하락
패
2.34배당률 하락","01.04 (목)
04:45"
95,EPL,핸디캡,"아스널
점수
1
H -1.0
:
점수
2 첼시","승
5.50
무
4.00배당률 상승
패
1.37","01.04 (목)
04:45"
96,이FA컵,일반,"유벤투스
점수
2 :
점수
0 토리노","승
1.31
무
4.10
패
6.40","01.04 (목)
04:45"
97,이FA컵,핸디캡,"유벤투스
점수
1
H -1.0
:
점수
0 토리노","승
2.02배당률 하락
무
3.35배당률 하락
패
2.70배당률 상승","01.04 (목)
04:45"
98,스페FA,일반,"라스팔마
점수
1 :
점수
1 발렌시아","승
3.00
무
3.25
패
1.92","01.04 (목)
05:00"
99,NBA,일반,"올랜도M
점수
98 :
점수
116 휴스턴R","승
2.97
-패
1.21","01.04 (목)
09:00"
100,NBA,핸디캡,"올랜도M
점수
105.5
H +7.5
:
점수
116 휴스턴R","승
1.70
-패
1.74","01.04 (목)
09:00"
101,NBA,일반,"필라델76
점수
112 :
점수
106 샌안토S","승
1.40배당률 하락
-패
2.23배당률 상승","01.04 (목)
09:00"
102,NBA,핸디캡,"필라델76
점수
108.5
H -3.5
사전조건 변경
:
점수
106 샌안토S","승
1.69배당률 하락
-패
1.75배당률 상승","01.04 (목)
09:00"
103,NBA,일반,"워싱턴W
점수
121 :
점수
103 뉴욕닉스","승
1.19
-패
3.10","01.04 (목)
09:00"
104,NBA,핸디캡,"워싱턴W
점수
112.5
H -8.5
사전조건 변경
:
점수
103 뉴욕닉스","승
1.68
-패
1.76","01.04 (목)
09:00"
105,NBA,일반,"브루클N
점수
98 :
점수
97 미네울브","승
2.71
-패
1.26","01.04 (목)
09:30"
106,NBA,핸디캡,"브루클N
점수
104.5
H +6.5
:
점수
97 미네울브","승
1.80배당률 상승
-패
1.65배당률 하락","01.04 (목)
09:30"
107,NBA,일반,"마이애H
점수
111 :
점수
104 디트로P","승
1.38배당률 하락
-패
2.28배당률 상승","01.04 (목)
09:30"
108,NBA,핸디캡,"마이애H
점수
106.5
H -4.5
사전조건 변경
:
점수
104 디트로P","승
1.76
-패
1.68","01.04 (목)
09:30"
109,NBA,일반,"보스턴C
점수
102 :
점수
88 클리블C","승
1.58
-패
1.89","01.04 (목)
10:00"
110,NBA,핸디캡,"보스턴C
점수
99.5
H -2.5
사전조건 변경
:
점수
88 클리블C","승
1.72
-패
1.72","01.04 (목)
10:00"
111,NBA,일반,"시카고B
점수
115 :
점수
124 토론토R","승
2.43
-패
1.33","01.04 (목)
10:00"
112,NBA,핸디캡,"시카고B
점수
120.5
H +5.5
사전조건 변경
:
점수
124 토론토R","승
1.77
-패
1.67","01.04 (목)
10:00"
113,NBA,일반,"밀워키벅
점수
122 :
점수
101 인디애P","승
1.21
-패
2.97","01.04 (목)
10:00"
114,NBA,핸디캡,"밀워키벅
점수
114.5
H -7.5
:
점수
101 인디애P","승
1.73
-패
1.71","01.04 (목)
10:00"
115,NBA,일반,"댈러스M
점수
122 :
점수
125 골든스W","승
3.25배당률 하락
-패
1.17배당률 상승","01.04 (목)
10:30"
116,NBA,핸디캡,"댈러스M
점수
130.5
H +8.5
사전조건 변경
:
점수
125 골든스W","승
1.72
-패
1.72","01.04 (목)
10:30"
117,NBA,일반,"덴버N
점수
134 :
점수
111 피닉스S","승
1.07
-패
4.38","01.04 (목)
11:00"
118,NBA,핸디캡,"덴버N
점수
122.5
H -11.5
:
점수
111 피닉스S","승
1.74
-패
1.70","01.04 (목)
11:00"
119,NBA,일반,"유타J
점수
98 :
점수
108 뉴올리P","승
1.67
-패
1.77","01.04 (목)
11:00"
120,NBA,핸디캡,"유타J
점수
96.5
H -1.5
:
점수
108 뉴올리P","승
1.76배당률 하락
-패
1.68배당률 상승","01.04 (목)
11:00"
121,NBA,일반,"LA레이
점수
96 :
점수
133 오클라T","승
2.58배당률 상승
-패
1.29배당률 하락","01.04 (목)
12:30"
122,NBA,핸디캡,"LA레이
점수
102.5
H +6.5
사전조건 변경
:
점수
133 오클라T","승
1.75
-패
1.69","01.04 (목)
12:30"
123,KBL,일반,"오리온스
점수
95 :
점수
82 창원LG","승
1.98배당률 상승
-패
1.52배당률 하락","01.04 (목)
19:00"
124,KBL,핸디캡,"오리온스
점수
96.5
H +1.5
:
점수
82 창원LG","승
1.77배당률 상승
-패
1.67배당률 하락","01.04 (목)
19:00"
125,KBL,언더오버,"오리온스
U/O 161.5
총 점수
177 창원LG","U
1.70
-O
1.74","01.04 (목)
19:00"
126,KBL,일반,"전자랜드
점수
93 :
점수
89 서울삼성","승
1.33
-패
2.43","01.04 (목)
19:00"
127,KBL,핸디캡,"전자랜드
점수
88.5
H -4.5
:
점수
89 서울삼성","승
1.72
-패
1.72","01.04 (목)
19:00"
128,KBL,언더오버,"전자랜드
U/O 163.5
사전조건 변경
총 점수
182 서울삼성","U
1.74
-O
1.70","01.04 (목)
19:00"
129,WKBL,일반,"신한은행
점수
82 :
점수
65 KEB하나","승
1.56
-패
1.92","01.04 (목)
19:00"
130,WKBL,핸디캡,"신한은행
점수
79.5
H -2.5
사전조건 변경
:
점수
65 KEB하나","승
1.71
-패
1.73","01.04 (목)
19:00"
131,WKBL,언더오버,"신한은행
U/O 137.5
총 점수
147 KEB하나","U
1.70
-O
1.74","01.04 (목)
19:00"
132,KOVO남,일반,"한국전력
점수
3 :
점수
2 삼성화재","승
1.93배당률 상승
-패
1.55배당률 하락","01.04 (목)
19:00"
133,KOVO남,핸디캡,"한국전력
점수
4.5
H +1.5
:
점수
2 삼성화재","승
1.39배당률 상승
-패
2.26배당률 하락","01.04 (목)
19:00"
134,KOVO남,언더오버,"한국전력
U/O 186.5
사전조건 변경
총 점수
217 삼성화재","U
1.72
-O
1.72","01.04 (목)
19:00"
135,스페FA,일반,"레가네스
점수
1 :
점수
0 비야레알","승
2.41배당률 하락
무
2.65배당률 하락
패
2.70배당률 상승","01.05 (금)
03:00"
136,스페FA,일반,"셀타비고
점수
1 :
점수
1 바르셀로","승
3.70배당률 하락
무
3.50배당률 하락
패
1.65배당률 상승","01.05 (금)
03:00"
137,스페FA,핸디캡,"셀타비고
점수
2
H +1.0
:
점수
1 바르셀로","승
1.89배당률 상승
무
3.45배당률 하락
패
2.90배당률 하락","01.05 (금)
03:00"
138,EPL,일반,"토트넘
점수
1 :
점수
1 웨스트햄","승
1.15
무
5.30
패
9.60","01.05 (금)
05:00"
139,EPL,핸디캡,"토트넘
점수
0
H -1.0
:
점수
1 웨스트햄","승
1.68배당률 상승
무
3.40배당률 하락
패
3.65배당률 상승","01.05 (금)
05:00"
140,EPL,핸디캡,"토트넘
점수
-1.5
H -2.5
:
점수
1 웨스트햄","승
2.71
-패
1.26","01.05 (금)
05:00"
141,스페FA,일반,"에스파뇰
점수
1 :
점수
2 레반테","승
1.72
무
3.00
패
4.05","01.05 (금)
05:00"
142,스페FA,핸디캡,"에스파뇰
점수
0
H -1.0
:
점수
2 레반테","승
3.15
무
2.95배당률 하락
패
1.97배당률 상승","01.05 (금)
05:00"
143,NBA,일반,"휴스턴R
점수
114 :
점수
124 골든스W","승
2.50
-패
1.31","01.05 (금)
10:00"
144,NBA,핸디캡,"휴스턴R
점수
119.5
H +5.5
:
점수
124 골든스W","승
1.81배당률 상승
-패
1.64배당률 하락","01.05 (금)
10:00"
145,NBA,일반,"LA클리
점수
117 :
점수
127 오클라T","승
1.73배당률 상승
-패
1.71배당률 하락","01.05 (금)
12:30"
146,NBA,핸디캡,"LA클리
점수
118.5
H +1.5
:
점수
127 오클라T","승
1.64배당률 상승
-패
1.81배당률 하락","01.05 (금)
12:30"
